signal,angle,granularity,bench,auroc_correct,auroc_noharm,spearman_cont
ll_kl_wb_l@35,divergence,per_layer,ruler_niah,,,
ll_margin_w_l::min,confidence,derived,ruler_niah,,,
ll_entropy_w_l@22,confidence,per_layer,ruler_niah,,,
drift_l@18,geometry,per_layer,ruler_niah,,,
ll_kl_wb_l@16,divergence,per_layer,ruler_niah,,,
ll_margin_w_l::early,confidence,derived,ruler_niah,,,
js_w0,divergence,scalar,ruler_niah,,,
ll_conf_w_l@26,confidence,per_layer,ruler_niah,,,
ll_margin_w_l@32,confidence,per_layer,ruler_niah,,,
ll_kl_wb_l::slope,divergence,derived,ruler_niah,,,
drift_l::early,geometry,derived,ruler_niah,,,
ll_conf_w_l@8,confidence,per_layer,ruler_niah,,,
ll_conf_w_l@36,confidence,per_layer,ruler_niah,,,
delta_trend,geometry,scalar,ruler_niah,,,
ll_entropy_w_l@36,confidence,per_layer,ruler_niah,,,
drift_l@8,geometry,per_layer,ruler_niah,,,
ll_argmax_agree_final_l@12,agreement,per_layer,ruler_niah,,,
ll_kl_wb_l@14,divergence,per_layer,ruler_niah,,,
margin_w,confidence,scalar,ruler_niah,,,
drift_l@36,geometry,per_layer,ruler_niah,,,
ll_entropy_w_l@11,confidence,per_layer,ruler_niah,,,
ll_entropy_w_l::early,confidence,derived,ruler_niah,,,
slot_active_frac,geometry,scalar,ruler_niah,,,
drift_l@22,geometry,per_layer,ruler_niah,,,
ll_conf_w_l@2,confidence,per_layer,ruler_niah,,,
slot_norm_std,geometry,scalar,ruler_niah,,,
drift_l@26,geometry,per_layer,ruler_niah,,,
ll_conf_w_l@1,confidence,per_layer,ruler_niah,,,
ll_kl_wb_l::late,divergence,derived,ruler_niah,,,
slot_norm_mean,geometry,scalar,ruler_niah,,,
ll_argmax_agree_final_l::max,agreement,derived,ruler_niah,,,
conf_w,confidence,scalar,ruler_niah,,,
drift_l@12,geometry,per_layer,ruler_niah,,,
ll_entropy_w_l::max,confidence,derived,ruler_niah,,,
ll_kl_wb_l@32,divergence,per_layer,ruler_niah,,,
ll_entropy_w_l@30,confidence,per_layer,ruler_niah,,,
drift_l@33,geometry,per_layer,ruler_niah,,,
ll_conf_w_l@14,confidence,per_layer,ruler_niah,,,
ll_entropy_w_l@20,confidence,per_layer,ruler_niah,,,
top5_mass_w,confidence,scalar,ruler_niah,,,
drift_l@24,geometry,per_layer,ruler_niah,,,
ll_entropy_w_l@24,confidence,per_layer,ruler_niah,,,
drift_l::max,geometry,derived,ruler_niah,,,
ll_margin_w_l@8,confidence,per_layer,ruler_niah,,,
ll_conf_w_l@3,confidence,per_layer,ruler_niah,,,
ll_argmax_agree_final_l::slope,agreement,derived,ruler_niah,,,
ll_margin_w_l@21,confidence,per_layer,ruler_niah,,,
ll_margin_w_l@29,confidence,per_layer,ruler_niah,,,
ll_argmax_agree_final_l@24,agreement,per_layer,ruler_niah,,,
ll_kl_wb_l@8,divergence,per_layer,ruler_niah,,,
q_chunk_spread,geometry,scalar,ruler_niah,,,
ll_kl_wb_l@31,divergence,per_layer,ruler_niah,,,
ll_argmax_agree_final_l@27,agreement,per_layer,ruler_niah,,,
ll_kl_wb_l@1,divergence,per_layer,ruler_niah,,,
ll_entropy_w_l@26,confidence,per_layer,ruler_niah,,,
ll_kl_wb_l@10,divergence,per_layer,ruler_niah,,,
ll_conf_w_l@23,confidence,per_layer,ruler_niah,,,
ll_argmax_agree_final_l@28,agreement,per_layer,ruler_niah,,,
ll_margin_w_l@36,confidence,per_layer,ruler_niah,,,
ll_entropy_w_l@19,confidence,per_layer,ruler_niah,,,
ll_entropy_w_l@28,confidence,per_layer,ruler_niah,,,
ll_conf_w_l::mid,confidence,derived,ruler_niah,,,
ll_margin_w_l@27,confidence,per_layer,ruler_niah,,,
drift_l@20,geometry,per_layer,ruler_niah,,,
drift_l::mean,geometry,derived,ruler_niah,,,
ll_conf_w_l@13,confidence,per_layer,ruler_niah,,,
ll_kl_wb_l@27,divergence,per_layer,ruler_niah,,,
conf_0,confidence,scalar,ruler_niah,,,
drift_l@25,geometry,per_layer,ruler_niah,,,
delta_max,geometry,scalar,ruler_niah,,,
ll_conf_w_l@0,confidence,per_layer,ruler_niah,,,
ll_entropy_w_l@12,confidence,per_layer,ruler_niah,,,
ll_entropy_w_l@34,confidence,per_layer,ruler_niah,,,
ll_conf_w_l@31,confidence,per_layer,ruler_niah,,,
ll_margin_w_l@12,confidence,per_layer,ruler_niah,,,
ll_kl_wb_l@3,divergence,per_layer,ruler_niah,,,
ll_kl_wb_l@9,divergence,per_layer,ruler_niah,,,
span_entropy_last,confidence,scalar,ruler_niah,,,
ll_argmax_agree_final_l@31,agreement,per_layer,ruler_niah,,,
ll_argmax_agree_final_l@10,agreement,per_layer,ruler_niah,,,
ll_argmax_agree_final_l@8,agreement,per_layer,ruler_niah,,,
ll_entropy_w_l@25,confidence,per_layer,ruler_niah,,,
ll_entropy_w_l@23,confidence,per_layer,ruler_niah,,,
ll_margin_w_l@2,confidence,per_layer,ruler_niah,,,
drift_l@34,geometry,per_layer,ruler_niah,,,
ll_entropy_w_l@33,confidence,per_layer,ruler_niah,,,
ll_conf_w_l@29,confidence,per_layer,ruler_niah,,,
ll_margin_w_l@3,confidence,per_layer,ruler_niah,,,
ll_margin_w_l@26,confidence,per_layer,ruler_niah,,,
ll_kl_wb_l@6,divergence,per_layer,ruler_niah,,,
ll_kl_wb_l@12,divergence,per_layer,ruler_niah,,,
ll_argmax_agree_final_l@14,agreement,per_layer,ruler_niah,,,
ll_kl_wb_l@25,divergence,per_layer,ruler_niah,,,
ll_kl_wb_l@22,divergence,per_layer,ruler_niah,,,
ll_entropy_w_l@13,confidence,per_layer,ruler_niah,,,
ll_conf_w_l@19,confidence,per_layer,ruler_niah,,,
ll_margin_w_l@18,confidence,per_layer,ruler_niah,,,
ll_margin_w_l@23,confidence,per_layer,ruler_niah,,,
drift_l@19,geometry,per_layer,ruler_niah,,,
mem_influence_kl,divergence,scalar,ruler_niah,,,
drift_l@15,geometry,per_layer,ruler_niah,,,
ll_entropy_w_l@31,confidence,per_layer,ruler_niah,,,
ll_conf_w_l::late,confidence,derived,ruler_niah,,,
ll_argmax_agree_final_l@36,agreement,per_layer,ruler_niah,,,
drift_l@13,geometry,per_layer,ruler_niah,,,
ll_argmax_agree_final_l@23,agreement,per_layer,ruler_niah,,,
ll_margin_w_l@14,confidence,per_layer,ruler_niah,,,
ll_margin_w_l@1,confidence,per_layer,ruler_niah,,,
drift_l@14,geometry,per_layer,ruler_niah,,,
ll_entropy_w_l@5,confidence,per_layer,ruler_niah,,,
ll_argmax_agree_final_l@6,agreement,per_layer,ruler_niah,,,
kl_0w,divergence,scalar,ruler_niah,,,
ll_argmax_agree_final_l@19,agreement,per_layer,ruler_niah,,,
drift_l@32,geometry,per_layer,ruler_niah,,,
tv_w0,divergence,scalar,ruler_niah,,,
ll_entropy_w_l@9,confidence,per_layer,ruler_niah,,,
ll_kl_wb_l@11,divergence,per_layer,ruler_niah,,,
ll_margin_w_l@7,confidence,per_layer,ruler_niah,,,
entropy_w,confidence,scalar,ruler_niah,,,
drift_l@4,geometry,per_layer,trivia_qa,0.5710,0.5569,0.0976
ll_entropy_w_l@29,confidence,per_layer,trivia_qa,0.4088,0.4999,-0.1658
ll_argmax_agree_final_l@32,agreement,per_layer,trivia_qa,0.4717,0.4889,-0.0922
ll_conf_w_l@4,confidence,per_layer,trivia_qa,0.4049,0.4127,-0.1233
ll_argmax_agree_final_l@22,agreement,per_layer,trivia_qa,0.5000,0.5000,
drift_l@6,geometry,per_layer,trivia_qa,0.5477,0.5378,0.0746
ll_margin_w_l@15,confidence,per_layer,trivia_qa,0.5206,0.5107,-0.0045
ll_argmax_agree_final_l@9,agreement,per_layer,trivia_qa,0.5000,0.5000,
ll_argmax_agree_final_l@35,agreement,per_layer,trivia_qa,0.5225,0.5054,0.0748
ll_kl_wb_l@15,divergence,per_layer,trivia_qa,0.4256,0.4080,-0.0497
ll_kl_wb_l::max,divergence,derived,trivia_qa,0.3010,0.3783,-0.2527
ll_entropy_w_l@15,confidence,per_layer,trivia_qa,0.4808,0.4856,-0.0250
drift_l@27,geometry,per_layer,trivia_qa,0.3175,0.3769,-0.2322
ll_entropy_w_l@16,confidence,per_layer,trivia_qa,0.3946,0.4190,-0.1136
ll_entropy_w_l@14,confidence,per_layer,trivia_qa,0.5488,0.5634,0.0457
ll_margin_w_l@20,confidence,per_layer,trivia_qa,0.5093,0.5043,-0.0063
ll_conf_w_l@10,confidence,per_layer,trivia_qa,0.5177,0.5030,0.0253
ll_kl_wb_l@0,divergence,per_layer,trivia_qa,0.5000,0.5000,
ll_conf_w_l::slope,confidence,derived,trivia_qa,0.6481,0.5002,0.2658
ll_conf_w_l@22,confidence,per_layer,trivia_qa,0.5014,0.5045,-0.0176
ll_conf_w_l@30,confidence,per_layer,trivia_qa,0.6188,0.5191,0.2049
ll_margin_w_l@0,confidence,per_layer,trivia_qa,0.5000,0.5000,
ll_margin_w_l@6,confidence,per_layer,trivia_qa,0.4791,0.4879,-0.0137
ll_entropy_w_l::late,confidence,derived,trivia_qa,0.3320,0.4970,-0.2935
drift_l@7,geometry,per_layer,trivia_qa,0.5432,0.5367,0.0711
slot_norm_max,geometry,scalar,trivia_qa,0.5305,0.5334,0.0481
ll_entropy_w_l@6,confidence,per_layer,trivia_qa,0.5121,0.4863,0.0400
ll_argmax_agree_final_l@16,agreement,per_layer,trivia_qa,0.5000,0.5000,
ll_conf_w_l@12,confidence,per_layer,trivia_qa,0.4584,0.4394,-0.0606
ll_margin_w_l@17,confidence,per_layer,trivia_qa,0.6097,0.5687,0.1335
ll_entropy_w_l@1,confidence,per_layer,trivia_qa,0.4576,0.4669,-0.0266
drift_l@1,geometry,per_layer,trivia_qa,0.5818,0.5741,0.0981
kl_w0,divergence,scalar,trivia_qa,0.3213,0.3306,-0.2805
drift_l@28,geometry,per_layer,trivia_qa,0.3091,0.3735,-0.2463
ll_margin_w_l@10,confidence,per_layer,trivia_qa,0.5222,0.4829,0.0345
ll_argmax_agree_final_l@11,agreement,per_layer,trivia_qa,0.5000,0.5000,
ll_argmax_agree_final_l@21,agreement,per_layer,trivia_qa,0.5000,0.5000,
ll_kl_wb_l@36,divergence,per_layer,trivia_qa,0.3739,0.4021,-0.1755
ll_kl_wb_l@13,divergence,per_layer,trivia_qa,0.4396,0.4273,-0.0444
ll_argmax_agree_final_l@33,agreement,per_layer,trivia_qa,0.4682,0.4905,-0.0897
ll_margin_w_l@9,confidence,per_layer,trivia_qa,0.5251,0.5199,0.0258
ll_argmax_agree_final_l@34,agreement,per_layer,trivia_qa,0.5020,0.5044,-0.0039
ll_kl_wb_l::early,divergence,derived,trivia_qa,0.5042,0.4921,0.0241
ll_kl_wb_l@7,divergence,per_layer,trivia_qa,0.5523,0.5446,0.0779
drift_l@30,geometry,per_layer,trivia_qa,0.3088,0.3688,-0.2523
ll_margin_w_l@35,confidence,per_layer,trivia_qa,0.5968,0.5126,0.1838
delta_last,geometry,scalar,trivia_qa,0.5112,0.5375,0.0149
ll_margin_w_l@24,confidence,per_layer,trivia_qa,0.4240,0.4839,-0.0992
ll_margin_w_l@28,confidence,per_layer,trivia_qa,0.5110,0.4833,0.0447
ll_margin_w_l@13,confidence,per_layer,trivia_qa,0.4830,0.4505,0.0149
drift_l@2,geometry,per_layer,trivia_qa,0.5734,0.5625,0.0911
ll_margin_w_l::mean,confidence,derived,trivia_qa,0.6189,0.4975,0.2267
ll_margin_w_l::max,confidence,derived,trivia_qa,0.6501,0.5124,0.2452
ll_conf_w_l@20,confidence,per_layer,trivia_qa,0.5109,0.5199,-0.0133
drift_l::min,geometry,derived,trivia_qa,0.5000,0.5000,
drift_l@31,geometry,per_layer,trivia_qa,0.3059,0.3671,-0.2552
ll_margin_w_l@5,confidence,per_layer,trivia_qa,0.4950,0.4901,0.0256
ll_kl_wb_l@34,divergence,per_layer,trivia_qa,0.2294,0.3852,-0.3956
ll_argmax_agree_final_l@26,agreement,per_layer,trivia_qa,0.4558,0.4633,-0.0898
drift_l@3,geometry,per_layer,trivia_qa,0.5664,0.5545,0.0904
ll_argmax_agree_final_l@20,agreement,per_layer,trivia_qa,0.5000,0.5000,
ll_margin_w_l@33,confidence,per_layer,trivia_qa,0.6085,0.4829,0.1905
span_entropy_mean,confidence,scalar,trivia_qa,0.3824,0.4801,-0.2435
ll_margin_w_l::mid,confidence,derived,trivia_qa,0.4996,0.5273,-0.0163
seq_logprob,confidence,scalar,trivia_qa,0.7686,0.6264,0.3573
ll_kl_wb_l@2,divergence,per_layer,trivia_qa,0.5628,0.5507,0.0819
ll_conf_w_l@6,confidence,per_layer,trivia_qa,0.4700,0.4731,-0.0392
ll_kl_wb_l@19,divergence,per_layer,trivia_qa,0.3851,0.3937,-0.1157
ll_argmax_agree_final_l@13,agreement,per_layer,trivia_qa,0.5000,0.5000,
drift_l@11,geometry,per_layer,trivia_qa,0.4714,0.4473,-0.0013
drift_l@10,geometry,per_layer,trivia_qa,0.4930,0.4769,0.0248
ll_entropy_w_l@8,confidence,per_layer,trivia_qa,0.4414,0.4138,-0.0563
drift_l@29,geometry,per_layer,trivia_qa,0.3056,0.3695,-0.2496
ll_entropy_w_l@32,confidence,per_layer,trivia_qa,0.3463,0.5090,-0.2711
ll_argmax_agree_final_l@2,agreement,per_layer,trivia_qa,0.5000,0.5000,
ll_kl_wb_l@17,divergence,per_layer,trivia_qa,0.3965,0.3931,-0.1039
ll_conf_w_l::early,confidence,derived,trivia_qa,0.4893,0.4952,-0.0228
ll_conf_w_l@15,confidence,per_layer,trivia_qa,0.5051,0.5012,-0.0079
ll_margin_w_l@11,confidence,per_layer,trivia_qa,0.5255,0.5187,0.0431
ll_conf_w_l@18,confidence,per_layer,trivia_qa,0.4823,0.4846,-0.0320
ll_kl_wb_l::min,divergence,derived,trivia_qa,0.5000,0.5000,
drift_l@0,geometry,per_layer,trivia_qa,0.5000,0.5000,
ll_argmax_agree_final_l@1,agreement,per_layer,trivia_qa,0.5000,0.5000,
entropy_0,confidence,scalar,trivia_qa,0.2422,0.5455,-0.4622
ll_entropy_w_l::mean,confidence,derived,trivia_qa,0.4144,0.5007,-0.1492
ll_entropy_w_l@35,confidence,per_layer,trivia_qa,0.3442,0.4984,-0.2978
ll_entropy_w_l@17,confidence,per_layer,trivia_qa,0.4115,0.4437,-0.1037
ll_margin_w_l::slope,confidence,derived,trivia_qa,0.6285,0.4988,0.2382
ll_entropy_w_l@27,confidence,per_layer,trivia_qa,0.4430,0.4860,-0.1047
ll_margin_w_l@22,confidence,per_layer,trivia_qa,0.5158,0.5155,0.0120
ll_conf_w_l@5,confidence,per_layer,trivia_qa,0.4660,0.4831,-0.0195
ll_entropy_w_l@10,confidence,per_layer,trivia_qa,0.4577,0.4665,-0.0461
delta_mean,geometry,scalar,trivia_qa,0.5346,0.5440,0.0498
ll_argmax_agree_final_l@7,agreement,per_layer,trivia_qa,0.5000,0.5000,
ll_argmax_agree_final_l@18,agreement,per_layer,trivia_qa,0.5013,0.5005,0.0262
drift_l@16,geometry,per_layer,trivia_qa,0.4020,0.3913,-0.0878
first_tok_agree,agreement,scalar,trivia_qa,0.5840,0.6528,0.1479
span_entropy_min,confidence,scalar,trivia_qa,0.6434,0.5906,0.1386
ll_argmax_agree_final_l::mean,agreement,derived,trivia_qa,0.4102,0.4499,-0.0832
ll_margin_w_l::late,confidence,derived,trivia_qa,0.6272,0.4962,0.2382
ll_argmax_agree_final_l@5,agreement,per_layer,trivia_qa,0.5000,0.5000,
ll_conf_w_l@17,confidence,per_layer,trivia_qa,0.6220,0.5764,0.1474
ll_kl_wb_l@21,divergence,per_layer,trivia_qa,0.3704,0.3886,-0.1299
ll_argmax_agree_final_l@25,agreement,per_layer,trivia_qa,0.4597,0.4714,-0.0848
drift_l@35,geometry,per_layer,trivia_qa,0.3494,0.3830,-0.2090
ll_argmax_agree_final_l::early,agreement,derived,trivia_qa,0.5000,0.5000,
ll_margin_w_l@16,confidence,per_layer,trivia_qa,0.6098,0.5962,0.1180
ll_argmax_agree_final_l@0,agreement,per_layer,trivia_qa,0.5000,0.5000,
ll_conf_w_l::mean,confidence,derived,trivia_qa,0.6232,0.4979,0.2289
ll_conf_w_l@35,confidence,per_layer,trivia_qa,0.6150,0.5081,0.2243
ll_conf_w_l@25,confidence,per_layer,trivia_qa,0.5361,0.5157,0.0583
ll_conf_w_l::max,confidence,derived,trivia_qa,0.6614,0.5107,0.2646
perplexity,confidence,scalar,trivia_qa,0.5420,0.5447,-0.0233
ll_conf_w_l@16,confidence,per_layer,trivia_qa,0.6132,0.6033,0.1186
ll_conf_w_l@21,confidence,per_layer,trivia_qa,0.5256,0.5280,0.0085
drift_l@21,geometry,per_layer,trivia_qa,0.3674,0.3779,-0.1348
ll_kl_wb_l@5,divergence,per_layer,trivia_qa,0.5535,0.5383,0.0788
ll_kl_wb_l@33,divergence,per_layer,trivia_qa,0.2477,0.4038,-0.3697
ll_argmax_agree_final_l@30,agreement,per_layer,trivia_qa,0.4679,0.4819,-0.1066
ll_margin_w_l@25,confidence,per_layer,trivia_qa,0.5263,0.5108,0.0541
ll_kl_wb_l@23,divergence,per_layer,trivia_qa,0.3804,0.3996,-0.1486
ll_kl_wb_l@24,divergence,per_layer,trivia_qa,0.4295,0.4305,-0.0698
drift_l::mid,geometry,derived,trivia_qa,0.3821,0.3874,-0.1166
ll_argmax_agree_final_l@17,agreement,per_layer,trivia_qa,0.5000,0.5000,
drift_l@23,geometry,per_layer,trivia_qa,0.3551,0.3765,-0.1586
ll_conf_w_l@33,confidence,per_layer,trivia_qa,0.6369,0.4811,0.2413
ll_kl_wb_l@28,divergence,per_layer,trivia_qa,0.3031,0.4037,-0.2590
ll_entropy_w_l@21,confidence,per_layer,trivia_qa,0.5028,0.4917,0.0217
ll_entropy_w_l@3,confidence,per_layer,trivia_qa,0.5250,0.5079,0.0583
ll_argmax_agree_final_l::late,agreement,derived,trivia_qa,0.4196,0.4553,-0.0744
ll_kl_wb_l@29,divergence,per_layer,trivia_qa,0.2883,0.4035,-0.2806
ll_conf_w_l@24,confidence,per_layer,trivia_qa,0.3831,0.4784,-0.1635
ll_kl_wb_l@20,divergence,per_layer,trivia_qa,0.3836,0.3929,-0.1175
ll_conf_w_l@11,confidence,per_layer,trivia_qa,0.5138,0.5266,0.0109
ll_entropy_w_l@2,confidence,per_layer,trivia_qa,0.4982,0.4884,0.0013
ll_conf_w_l@27,confidence,per_layer,trivia_qa,0.5267,0.5096,0.0523
ll_conf_w_l@28,confidence,per_layer,trivia_qa,0.5262,0.4810,0.0678
ll_argmax_agree_final_l::mid,agreement,derived,trivia_qa,0.4590,0.4839,-0.0694
ll_kl_wb_l@18,divergence,per_layer,trivia_qa,0.3909,0.3936,-0.1137
ll_margin_w_l@19,confidence,per_layer,trivia_qa,0.4626,0.4688,-0.0379
ll_argmax_agree_final_l@29,agreement,per_layer,trivia_qa,0.4327,0.4745,-0.1591
q_chunk_max_cos,geometry,scalar,trivia_qa,0.4958,0.5218,-0.0490
drift_l@5,geometry,per_layer,trivia_qa,0.5555,0.5397,0.0844
ll_kl_wb_l@4,divergence,per_layer,trivia_qa,0.5734,0.5588,0.0978
drift_l::slope,geometry,derived,trivia_qa,0.3346,0.3900,-0.2318
ll_entropy_w_l::min,confidence,derived,trivia_qa,0.3189,0.4895,-0.2957
drift_mem,geometry,scalar,trivia_qa,0.5336,0.5344,0.0525
q_chunk_mean_cos,geometry,scalar,trivia_qa,0.5157,0.5151,0.0189
ll_entropy_w_l::slope,confidence,derived,trivia_qa,0.3498,0.5075,-0.2699
ll_kl_wb_l::mean,divergence,derived,trivia_qa,0.3175,0.3808,-0.2330
span_conf_mean,confidence,scalar,trivia_qa,0.5748,0.5145,0.1768
ll_entropy_w_l::mid,confidence,derived,trivia_qa,0.5644,0.5079,0.1107
ll_entropy_w_l@0,confidence,per_layer,trivia_qa,0.5000,0.5000,
ll_argmax_agree_final_l::min,agreement,derived,trivia_qa,0.5000,0.5000,
ll_kl_wb_l::mid,divergence,derived,trivia_qa,0.3863,0.3896,-0.1161
ll_conf_w_l@7,confidence,per_layer,trivia_qa,0.5694,0.5857,0.0747
ll_conf_w_l@34,confidence,per_layer,trivia_qa,0.6321,0.5060,0.2167
ll_margin_w_l@34,confidence,per_layer,trivia_qa,0.5991,0.5115,0.1647
drift_l@17,geometry,per_layer,trivia_qa,0.3907,0.3893,-0.1050
ll_conf_w_l::min,confidence,derived,trivia_qa,0.5033,0.5048,-0.0168
ll_argmax_agree_final_l@4,agreement,per_layer,trivia_qa,0.5000,0.5000,
margin_0,confidence,scalar,trivia_qa,0.6885,0.5020,0.3142
ll_entropy_w_l@18,confidence,per_layer,trivia_qa,0.4892,0.4925,0.0073
drift_l@9,geometry,per_layer,trivia_qa,0.4996,0.4871,0.0248
ll_conf_w_l@32,confidence,per_layer,trivia_qa,0.6248,0.4900,0.2257
mem_influence_argmax_change,agreement,scalar,trivia_qa,0.4157,0.3438,-0.1430
ll_argmax_agree_final_l@15,agreement,per_layer,trivia_qa,0.5000,0.5000,
ll_kl_wb_l@26,divergence,per_layer,trivia_qa,0.3805,0.4236,-0.1569
ll_margin_w_l@31,confidence,per_layer,trivia_qa,0.6083,0.5051,0.1847
ll_entropy_w_l@7,confidence,per_layer,trivia_qa,0.4063,0.4004,-0.1039
ll_margin_w_l@4,confidence,per_layer,trivia_qa,0.4260,0.4183,-0.0934
ll_conf_w_l@9,confidence,per_layer,trivia_qa,0.5499,0.5410,0.0557
drift_l::late,geometry,derived,trivia_qa,0.3024,0.3641,-0.2590
ll_kl_wb_l@30,divergence,per_layer,trivia_qa,0.2938,0.4131,-0.2952
ll_argmax_agree_final_l@3,agreement,per_layer,trivia_qa,0.5000,0.5000,
ll_entropy_w_l@4,confidence,per_layer,trivia_qa,0.5728,0.5579,0.1006
ll_margin_w_l@30,confidence,per_layer,trivia_qa,0.5958,0.5182,0.1662
ll_kl_wb_l@35,divergence,per_layer,trivia_qa,0.2735,0.3547,-0.3297
ll_margin_w_l::min,confidence,derived,trivia_qa,0.4817,0.4941,-0.0346
ll_entropy_w_l@22,confidence,per_layer,trivia_qa,0.5264,0.5052,0.0543
drift_l@18,geometry,per_layer,trivia_qa,0.3919,0.3872,-0.1015
ll_kl_wb_l@16,divergence,per_layer,trivia_qa,0.4109,0.4016,-0.0750
ll_margin_w_l::early,confidence,derived,trivia_qa,0.4892,0.4844,-0.0122
js_w0,divergence,scalar,trivia_qa,0.3009,0.3317,-0.3128
ll_conf_w_l@26,confidence,per_layer,trivia_qa,0.4537,0.5093,-0.0813
ll_margin_w_l@32,confidence,per_layer,trivia_qa,0.6041,0.4882,0.1904
ll_kl_wb_l::slope,divergence,derived,trivia_qa,0.2774,0.3778,-0.3109
drift_l::early,geometry,derived,trivia_qa,0.5213,0.5053,0.0495
ll_conf_w_l@8,confidence,per_layer,trivia_qa,0.5679,0.5893,0.0651
ll_conf_w_l@36,confidence,per_layer,trivia_qa,0.5997,0.5267,0.1584
delta_trend,geometry,scalar,trivia_qa,0.5080,0.5204,0.0123
ll_entropy_w_l@36,confidence,per_layer,trivia_qa,0.3743,0.4570,-0.1899
drift_l@8,geometry,per_layer,trivia_qa,0.5175,0.5023,0.0454
ll_argmax_agree_final_l@12,agreement,per_layer,trivia_qa,0.5000,0.5000,
ll_kl_wb_l@14,divergence,per_layer,trivia_qa,0.4502,0.4369,-0.0311
margin_w,confidence,scalar,trivia_qa,0.6105,0.5556,0.2023
drift_l@36,geometry,per_layer,trivia_qa,0.3366,0.3914,-0.2168
ll_entropy_w_l@11,confidence,per_layer,trivia_qa,0.4934,0.4901,0.0003
ll_entropy_w_l::early,confidence,derived,trivia_qa,0.4846,0.4780,-0.0058
slot_active_frac,geometry,scalar,trivia_qa,0.5573,0.5626,0.0678
drift_l@22,geometry,per_layer,trivia_qa,0.3625,0.3754,-0.1420
ll_conf_w_l@2,confidence,per_layer,trivia_qa,0.4971,0.5054,0.0005
slot_norm_std,geometry,scalar,trivia_qa,0.4681,0.4821,-0.0336
drift_l@26,geometry,per_layer,trivia_qa,0.3263,0.3821,-0.2192
ll_conf_w_l@1,confidence,per_layer,trivia_qa,0.5163,0.5350,0.0005
ll_kl_wb_l::late,divergence,derived,trivia_qa,0.2471,0.3669,-0.3475
slot_norm_mean,geometry,scalar,trivia_qa,0.5338,0.5344,0.0527
ll_argmax_agree_final_l::max,agreement,derived,trivia_qa,0.4868,0.4628,0.0177
conf_w,confidence,scalar,trivia_qa,0.6371,0.5586,0.2526
drift_l@12,geometry,per_layer,trivia_qa,0.4408,0.4238,-0.0397
ll_entropy_w_l::max,confidence,derived,trivia_qa,0.5120,0.4887,0.0432
ll_kl_wb_l@32,divergence,per_layer,trivia_qa,0.2775,0.4034,-0.3289
ll_entropy_w_l@30,confidence,per_layer,trivia_qa,0.3478,0.4815,-0.2550
drift_l@33,geometry,per_layer,trivia_qa,0.3116,0.3659,-0.2497
ll_conf_w_l@14,confidence,per_layer,trivia_qa,0.4762,0.4801,-0.0310
ll_entropy_w_l@20,confidence,per_layer,trivia_qa,0.4941,0.4822,0.0186
top5_mass_w,confidence,scalar,trivia_qa,0.7571,0.5694,0.4273
drift_l@24,geometry,per_layer,trivia_qa,0.3396,0.3756,-0.1870
ll_entropy_w_l@24,confidence,per_layer,trivia_qa,0.6365,0.5328,0.1938
drift_l::max,geometry,derived,trivia_qa,0.3815,0.4142,-0.1463
ll_margin_w_l@8,confidence,per_layer,trivia_qa,0.5610,0.5822,0.0609
ll_conf_w_l@3,confidence,per_layer,trivia_qa,0.4518,0.4744,-0.0718
ll_argmax_agree_final_l::slope,agreement,derived,trivia_qa,0.4196,0.4553,-0.0744
ll_margin_w_l@21,confidence,per_layer,trivia_qa,0.5373,0.5358,0.0332
ll_margin_w_l@29,confidence,per_layer,trivia_qa,0.5349,0.4842,0.0788
ll_argmax_agree_final_l@24,agreement,per_layer,trivia_qa,0.4698,0.4912,-0.0470
ll_kl_wb_l@8,divergence,per_layer,trivia_qa,0.5025,0.5017,0.0202
q_chunk_spread,geometry,scalar,trivia_qa,0.4707,0.4921,-0.0496
ll_kl_wb_l@31,divergence,per_layer,trivia_qa,0.3019,0.4003,-0.2874
ll_argmax_agree_final_l@27,agreement,per_layer,trivia_qa,0.4271,0.4598,-0.1433
ll_kl_wb_l@1,divergence,per_layer,trivia_qa,0.5717,0.5645,0.0908
ll_entropy_w_l@26,confidence,per_layer,trivia_qa,0.5365,0.4920,0.0697
ll_kl_wb_l@10,divergence,per_layer,trivia_qa,0.4869,0.4748,0.0070
ll_conf_w_l@23,confidence,per_layer,trivia_qa,0.4410,0.4780,-0.0725
ll_argmax_agree_final_l@28,agreement,per_layer,trivia_qa,0.4167,0.4601,-0.1564
ll_margin_w_l@36,confidence,per_layer,trivia_qa,0.5799,0.5210,0.1315
ll_entropy_w_l@19,confidence,per_layer,trivia_qa,0.5299,0.5306,0.0516
ll_entropy_w_l@28,confidence,per_layer,trivia_qa,0.4301,0.5097,-0.1284
ll_conf_w_l::mid,confidence,derived,trivia_qa,0.4633,0.5188,-0.0757
ll_margin_w_l@27,confidence,per_layer,trivia_qa,0.5133,0.5091,0.0226
drift_l@20,geometry,per_layer,trivia_qa,0.3792,0.3827,-0.1164
drift_l::mean,geometry,derived,trivia_qa,0.3828,0.4027,-0.1357
ll_conf_w_l@13,confidence,per_layer,trivia_qa,0.4696,0.4446,0.0042
ll_kl_wb_l@27,divergence,per_layer,trivia_qa,0.3285,0.3806,-0.2198
conf_0,confidence,scalar,trivia_qa,0.7159,0.4818,0.3765
